eng,nupe
The foundation of those who so build is never free from suspicion and shakiness in their hearts until their hearts are cut to pieces And Allah is All-Knowing Wise,Eba natu na wuna la keyaboa ugaazhe eyan ke lo kezhin fi yangbanazhio har da kamina yangbanazhia bea sa ya na Soko ma Etsu kpikpe uyio Etsu hikima
Allah hath purchased of the believers their persons and their goods for theirs in return is the garden of Paradise they fight in His cause and slay and are slain a promise binding on Him in truth through the Law the Gospel and the Qur´an and who is more faithful to his covenant than Allah then rejoice in the bargain which ye have concluded that is the achievement supreme,Hakika Sokoa shi dagan eba muminizhio rayiazhi to dukiyazhi ebo egagba aljanna naa la yaa na Zawuncinzhie gun kun dan eko Soko gancin ma e wuzazhi amae wu atso ma Alkawali Soko uyio yan hakika dan mini Attaurao to Injeela to Kuranuo Ziima she alkawali wo agan SokooEbo acino efe fa yangban be Sokoe na Wuncin ga ma yi rabo ba wancin nao
Those that turn to Allah in repentance that serve Him and praise Him that wander in devotion to the cause of Allah that bow down and prostrate themselves in prayer that enjoin good and forbid evil and observe the limit set by Allah- These do rejoice So proclaim the glad tidings to the Believers,Za nazhie jin tuba na zanazhie jin bauta ya Soko na zanazhie jin yebo ya Soko na zanazhie fe azum na zanazhie jin rukuna zanazhie jin sujada na zanazhie jin dozhi foro be etun wangi na zanazhie kan etun dede na to za nazhie tswa iyaka Soko zhina Wyo mao ya labari yangban fao ya Muminizhi
It is not fitting for the Prophet and those who believe that they should pray for forgiveness for Pagans even though they be of kin after it is clear to them that they are companions of the Fire,Ugwo yin ya Annabi to zanazhia imani jin naa naaba gafara ya zanazhie la yan pa Soko baci naa kaa da ma agafe eza afe eza ena jahimuzhi naa
 And Abraham prayed for his father´s forgiveness only because of a promise he had made to him But when it became clear to him that he was an enemy to Allah he dissociated himself from him for Abraham was most tender-hearted forbearingGafara na ma Ibrahima wa ya babauna u fea sai de ebo alkawali ndoci naujinuna kamina ma ubea tula yau kede hakika babau wunazhe makiri Soko na wyuna egwau wa be uyio Hakika Ibrahima za nae dokun be adwa jin nae uyio eza hakuri uyio,
 And Allah will not mislead a people after He hath guided them in order that He may make clear to them what to fear and avoid- for Allah hath knowledge of all things,Soko ma wyune gbin jamaa ndondoa baci na ugawuba naa sai de uga bayani jin yabedzo yan yannazhi -- yin a tswa na Hakika Soko Etsu kpikpe uyio yan yandondo
 Unto Allah belongeth the dominion of the heavens and the earth He giveth life and He taketh it Except for Him ye have no protector nor helper,Hakika Soko ga wun mulki sanmazhi to kin yino Wyune dan rayi umae wu rayi Ye ma de zan doci baci soko naa fe ndakata be taimako jinci ya ye naa
Allah turned with favour to the Prophet the Muhajirs and the Ansar- who followed him in a time of distress after that the hearts of a part of them had nearly swerved from duty but He turned to them also for He is unto them Most Kind Most Merciful,Hakika Sokoa tuba yan Annabi gwo to muhajirunazhi nazhi kpela dagan makao lo madina na  to Ansaruzhi madinacizhi nazhia mi tu Annabi dan lokaci yan ezoona baci na yangban Zandoncizhi miniabo a tsoba na uga zhegba na gancin Soko ci gwo tubaa  Hakika Soko Etsu tosayi Uyio Etsu yegun Uyio
 He turned in mercy also to the three who were left behind they felt guilty to such a degree that the earth seemed constrained to them for all its spaciousness and their very souls seemed straitened to them- and they perceived that there is no fleeing from Allah and no refuge but to Himself Then He turned to them that they might repent for Allah is Oft-Returning Most Merciful,Soko ma gwo tuba yan zaguta nazhia badan zunmaonahar ma kin nana wua pina bana ugwope da kan na rayi azhicia pin atso atso cia kpe wo kede edzunba ndondo danbo dagan eba Sokoboa saide be ebanzhe lo ebau na Gancin Soko ci gwa tubaaebo ma ade baa laa kua gikini be tuba jiny Hakika Soko Etsu nae -- tuba na uyio etsu yegun Uyio
 O ye who believe! Fear Allah and be with those who are true in word and deed,Ya ye nazhia imani jin na! Etswa Soko ye mae sundanu ye mae lae fe dan tacin eza gaskiya zhio
It was not fitting for the people of Medina and the Bedouin Arabs of the neighbourhood to refuse to follow Allah´s Messenger nor to prefer their own lives to his because nothing could they suffer or do but was reckoned to their credit as a deed of righteousness- whether they suffered thirst or fatigue or hunger in the cause of Allah or trod paths to raise the ire of the Unbelievers or received any injury whatever from an enemy for Allah suffereth not the reward to be lost of those who do good-,Ugwo yin na jamaa yan Madinacizhi to za nazhi maa gwo ba dagan mini za banzunmazhio na na aga ce leba gbigba yan Tuci Soko naa amaaga wa rayiazhi agan rayiu ma Wuncin ma yi ebo na nun-wo ndondo na ga woa na to wahala to madan naga guna dan eko Soko na be ezan ndondo naaga da naala hankali kafirizhi nakin na saide egagba yan etun alheri ka yaa Hakika Soko wyune ta etun zaguruzhi yakpea
Nor could they spend anything for the cause - small or great- nor cut across a valley but the deed is inscribed to their credit that Allah may requite their deed with the best possible reward,To yandondo na aga wu tetengi na to wanciko naaga wu na to kpankoro na aga labici dana sai Soko ga laada ka yaa ebo Sokou gaagba be egagba na gyegan etu nazhi afe lo na
 Nor should the Believers all go forth together if a contingent from every expedition remained behind they could devote themselves to studies in religion and admonish the people when they return to them- that thus they may learn to guard themselves against evil,Uma gwayin na Musulumizhi kpata ga tinya da ekunda naa kia la acia de jamaa ndocizhi dagan mini kansan ndondo nazhia tinya da wa fahimta adini zaa naa yino Ebo ajin jamaa yanazhi gangba kamina aga zheban lo ebaa na ujin wo be wunciny aga fe za nazhie tswa do ka Soko na
 O ye who believe! fight the unbelievers who gird you about and let them find firmness in you and know that Allah is with those who fear Him,Ya ye nazhia imani jin na! Egun kafiri nazhie tsoba ye na kun Amaa tsun ye be kagboe ye mae kpe wo kede Soko wyunajin udanbe zanazhi gae tswaU acia sundanu na
Whenever there cometh down a sura some of them say Which of you has had His faith increased by it Yea those who believe- their faith is increased and they do rejoice,Ama ga sura ndoci cin be ade dan miniabo naajin ugangan Ngba zii mini yebo egan nanazhi bea imanio To ammade zanazhia imani jin na ubea imaniamae fa yangban be uyio
 But those in whose hearts is a disease- it will add doubt to their doubt and they will die in a state of Unbelief,Amaade za nazhi batan fi yangbanazhio na ubea shikan be ta eti shikanazhio acia tsu alaali ma ayi kafirizhi
See they not that they are tried every year once or twice Yet they turn not in repentance and they take no heed,Kashi ale ye le gan eman acin le be fitinazhi mini eya ndondo zunni koma zu gubaa Gancin ma ejin tuubaa amae kpa yea
See they not that they are tried every year once or twice Yet they turn not in repentance and they take no heed,Kashi ale ye le gan eman acin le be fitinazhi mini eya ndondo zunni koma zu gubaa Gancin ma ejin tuubaa amae kpa yea
Whenever there cometh down a Sura they look at each other saying Doth anyone see you Then they turn aside Allah hath turned their hearts from the light for they are a people that understand not,Kamina ma aga sura ndoci cin be na sashiazhi miniabo ciafe baye cin sashi le agan gan Ngba ade zandoci nae le ye ye na Gancin aci ga zhe ban Soko mae la yangbanazhi zhegba ebo na hakika afe jamaa nazhie de fahimta naa na
Now hath come unto you a Messenger from amongst yourselves it grieves him that ye should perish ardently anxious is he over you to the Believers is he most kind and merciful,Hakika Tuci be ya ye dagan mini yebo Yandondo nae ya ye wahala na wune gbo fiu Wyune bavun alherizhi ya ye Uma yi eza tosayi eza yegun be muminizhi
 But if they turn away Say Allah sufficeth me there is no god but He On Him is my trust- He the Lord of the Throne of Glory Supreme!To aga zunma zheta gangan ,Zanaa kunke yami na uga yi Soko Ade zan dondo na -- yin awunu be gaskiyae naa sai Wyin Wyun gama mi yakpeo wyun-ga ma yi Etsu Alarashi na wancin nao
 I do call to witness this City-,MIE zhi kuti be ezhi wanciko nanae U gayi Makao
And thou art a freeman of this City-,Akika ma edunfe yan wyoe halali uyio dan mini zhinin nanao
And the mystic ties of parent and child-,Sokoe zhi kuti be yanmanci to zuriyauzhi kpatae
 Verily We have created man into toil and struggle,Akika Yi jin halitta zawangi jin dan mini bauta yan edunfe yizheo
Thinketh he that none hath power over him,Zawangi ekpaye kpa gan zaeni ndondo de kagbo ta etiu boa
He may say boastfully Wealth have I squandered in abundance!,Zawangi ga jin u fe gangan akika wunde ewu dukiya na dokun nan fi eko alheri zhio umaafe gangan eti fario
 Thinketh he that none beholdeth him,Zawangi ekpaye kpa gan ade zaeni ndondo nae cinu le naa
 Have We not made for him a pair of eyes-,Asaa Yi jin eye guba ya zawangia
 And a tongue and a pair of lips-,Ganni be gintarae be emi kpere guba yina
And shown him the two highways,Yici kezhea eko gubaba Eko yan etun guru to etun dede laawu wuna
But he hath made no haste on the path that is steep,Ammade zawangi wunekpa dida yan eko nazo umaalau tso guri alhairi naa
And what will explain to thee the path that is steep-,Annabi! Kiima a la eko natso zo umaa laa tso gurina wu wyo yio
It is freeing the bondman,Ugayiezau wa ba--u ya wuzhi na dan bauta zawangio nan
Or the giving of food in a day of privation,Ko ezau ya talakazhi yangiciagi lokaci na madan be wahala edunfe yizhe ga gangan na
To the orphan with claims of relationship,Ye mae fe gunye ekungizhi nazhi tsoba ye dangiboo nan
 Or to the indigent down in the dust,Ye mae fe gunye eza gwagbagizhi nazhie zhi kinbo
Then will he be of those who believe and enjoin patience constancy and self-restraint and enjoin deeds of kindness and compassion,Be nnazhii kpaata ucia fe dan mini mumini zhio acie jin dozhi gangba ganni be hakuri amaa fe zanazhi ewo yegun dozhi nan
 Such are the Companions of the Right Hand,Eza iri wuncinzhi agayi eza gwaalo zhio eza guruzhi
 But those who reject Our Signs they are the unhappy Companions of the Left Hand,Zanazhi ma gae jin kafirci be aya Yizhina akika agayi zaba gwaapin zhio eza dede zhi
On them will be Fire vaulted over all round,Za wuncinzhi enan gaa ma nakana kezhe kpaata ba ga bo afio a tinya boa
By the Sun and his glorious splendour,Sokoe zhi kuti be yigidii lokacina haskeu gae na laazhiny nan
By the Moon as she follows him,Sokoe zhi kuti be etswae lokacina ugae lamitu yigidi nan
 By the Day as it shows up the Sun´s glory,Sokoe zhi kuti be batiny lokacina haskeu gaa latu sarauyin nan
 By the Night as it conceals it,Sokoe zhi kuti be yeshii lokaci na uga lakpe yigidi nae
By the Firmament and its wonderful structure,Sokoe zhi kuti be sanmae be zana tu sanma nae
By the Earth and its wide expanse,Sokoe zhi kuti be kinyin be zana tau cici nan
By the Soul and the proportion and order given to it,Sokoe zhi kuti be rayi yan zawangi be zana jin halittau dai dai nan
And its enlightenment as to its wrong and its right-,Soko cia kpikpe la wu rayi ndondo yan yanazhi yi enyan dedezhi be yanazhi yi wangizhi nan
Truly he succeeds that purifies it,Akika Zaeni ndondo na ga yangbanu tadzu na wuna de rabo
 And he fails that corrupts it!,Akika zaeni ndondoro na ga yangbanu shizhiko na wuna jin hasara to yizhe to eku
The Thamud people rejected their prophet through their inordinate wrong-doing,Akika Samuduzhi Nazhi a tun Annabi Salihu fi na a aya Soko yi ganmana be gbingbintui be lefi Soko nazhia fe jinna
Behold the most wicked man among them was deputed for impiety,Kamina zana jin shakii gan miniabo na nakin nan
But the Messenger of Allah said to them It is a She-camel of Allah! And bar her not from having her drink!,Tuci Soko Annabi salihu cia gan yaa gan rakun yiwo wuncin yan Soko uyio ebo acino elugwa u fin nuwan
Then they rejected him as a false prophet and they hamstrung her So their Lord on account of their crime obliterated their traces and made them equal in destruction high and low!,Acia egan Annabi yi ganmanan acia rakun yiwo wuncin wu ebo acino Tsocia cicin azaba dede be taa azaba wuncin cia fin ya kpata acia jin dai dai gangani be jikanna kin yin
And for Him is no fear of its consequences,Dansun ndondo ma danbo yan iri yana ayi zoba zanazhi ele Soko ba naa
